,Date,Train Predict,Test Predict
830,2019-08-25,10572.2138671875,
831,2019-08-26,10483.93359375,
832,2019-08-27,10466.9228515625,
833,2019-08-28,10577.7138671875,
834,2019-08-29,10511.046875,
835,2019-08-30,10226.896484375,
836,2019-08-31,10016.849609375,
837,2019-09-01,10020.53515625,
838,2019-09-02,10052.08984375,
839,2019-09-03,10123.3388671875,
840,2019-09-04,10402.833984375,
841,2019-09-05,10633.005859375,
842,2019-09-06,10728.9072265625,
843,2019-09-07,10780.9111328125,
844,2019-09-08,10675.59765625,
845,2019-09-09,10744.7783203125,
846,2019-09-10,10707.5458984375,
847,2019-09-11,10654.9912109375,
848,2019-09-12,10511.59765625,
849,2019-09-13,10499.15234375,
850,2019-09-14,10610.134765625,
851,2019-09-15,10605.02734375,
852,2019-09-16,10629.6865234375,
853,2019-09-17,10626.3212890625,
854,2019-09-18,10590.42578125,
855,2019-09-19,10560.1484375,
856,2019-09-20,10520.8515625,
857,2019-09-21,10546.5751953125,
858,2019-09-22,10502.2236328125,
859,2019-09-23,10407.34375,
860,2019-09-24,10400.2275390625,
861,2019-09-25,10191.05078125,
862,2019-09-26,9253.0908203125,
863,2019-09-27,9033.7099609375,
864,2019-09-28,8739.193359375,
865,2019-09-29,8873.8408203125,
866,2019-09-30,8868.474609375,
867,2019-10-01,8758.0302734375,
868,2019-10-02,8894.3818359375,
869,2019-10-03,8956.20703125,
870,2019-10-04,9013.017578125,
871,2019-10-05,8886.2236328125,
872,2019-10-06,8813.7734375,
873,2019-10-07,8759.98828125,
874,2019-10-08,8635.009765625,
875,2019-10-09,8833.97265625,
876,2019-10-10,8842.69140625,
877,2019-10-11,9151.775390625,
878,2019-10-12,9195.5146484375,
879,2019-10-13,8957.3671875,
880,2019-10-14,8910.236328125,
881,2019-10-15,8905.548828125,
882,2019-10-16,8983.361328125,
883,2019-10-17,8843.7412109375,
884,2019-10-18,8682.544921875,
885,2019-10-19,8713.9052734375,
886,2019-10-20,8616.71875,
887,2019-10-21,8637.7880859375,
888,2019-10-22,8806.232421875,
889,2019-10-23,8851.6904296875,
890,2019-10-24,8717.5546875,
891,2019-10-25,8255.287109375,
892,2019-10-26,8238.25390625,
893,2019-10-27,8883.4599609375,
894,2019-10-28,9342.1962890625,
895,2019-10-29,9695.6650390625,
896,2019-10-30,9734.9931640625,
897,2019-10-31,9870.017578125,
898,2019-11-01,9734.916015625,
899,2019-11-02,9724.5615234375,
900,2019-11-03,9770.990234375,
901,2019-11-04,9833.5400390625,
902,2019-11-05,9780.0625,
903,2019-11-06,9862.7880859375,
904,2019-11-07,9850.30078125,
905,2019-11-08,9872.7568359375,
906,2019-11-09,9804.400390625,
907,2019-11-10,9427.6904296875,
908,2019-11-11,9373.4814453125,
909,2019-11-12,9543.54296875,
910,2019-11-13,9380.8154296875,
911,2019-11-14,9401.8017578125,
912,2019-11-15,9397.123046875,
913,2019-11-16,9314.7890625,
914,2019-11-17,9110.4189453125,
915,2019-11-18,9132.7216796875,
916,2019-11-19,9175.2841796875,
917,2019-11-20,8950.314453125,
918,2019-11-21,8812.36328125,
919,2019-11-22,8656.9580078125,
920,2019-11-23,8368.6806640625,
921,2019-11-24,8094.51318359375,
922,2019-11-25,8143.71240234375,
923,2019-11-26,7836.10791015625,
924,2019-11-27,7919.9921875,
925,2019-11-28,7941.13232421875,
926,2019-11-29,8190.7724609375,
927,2019-11-30,8134.8876953125,
928,2019-12-01,8386.521484375,
929,2019-12-02,8234.84765625,
930,2019-12-03,8152.0478515625,
931,2019-12-04,8059.2353515625,
932,2019-12-05,8049.84912109375,
933,2019-12-06,7987.8603515625,
934,2019-12-07,8137.55517578125,
935,2019-12-08,8202.9072265625,
936,2019-12-09,8221.3310546875,
937,2019-12-10,8235.6435546875,
938,2019-12-11,8113.28515625,
939,2019-12-12,8023.94482421875,
940,2019-12-13,7964.7783203125,
941,2019-12-14,7977.17919921875,
942,2019-12-15,7988.34814453125,
943,2019-12-16,7876.2900390625,
944,2019-12-17,7899.767578125,
945,2019-12-18,7713.86328125,
946,2019-12-19,7493.26416015625,
947,2019-12-20,7968.95166015625,
948,2019-12-21,7887.0888671875,
949,2019-12-22,7944.5302734375,
950,2019-12-23,7910.52294921875,
951,2019-12-24,8164.8125,
952,2019-12-25,8042.2705078125,
953,2019-12-26,8048.638671875,
954,2019-12-27,7996.47705078125,
955,2019-12-28,7971.5078125,
956,2019-12-29,8005.1376953125,
957,2019-12-30,8024.30517578125,
958,2019-12-31,8106.17236328125,
959,2020-01-01,8010.96484375,
960,2020-01-02,7943.45654296875,
961,2020-01-03,7939.744140625,
962,2020-01-04,7763.62744140625,
963,2020-01-05,8043.7080078125,
964,2020-01-06,8072.2841796875,
965,2020-01-07,8101.35400390625,
966,2020-01-08,8375.056640625,
967,2020-01-09,8679.6845703125,
968,2020-01-10,8662.5498046875,
969,2020-01-11,8533.201171875,
970,2020-01-12,8746.048828125,
971,2020-01-13,8647.970703125,
972,2020-01-14,8791.6171875,
973,2020-01-15,8753.375,
974,2020-01-16,9194.146484375,
975,2020-01-17,9348.251953125,
976,2020-01-18,9354.181640625,
977,2020-01-19,9476.6123046875,
978,2020-01-20,9505.177734375,
979,2020-01-21,9319.052734375,
980,2020-01-22,9242.892578125,
981,2020-01-23,9315.2041015625,
982,2020-01-24,9289.5107421875,
983,2020-01-25,9039.923828125,
984,2020-01-26,9018.20703125,
985,2020-01-27,8968.7275390625,
986,2020-01-28,9181.7197265625,
987,2020-01-29,9438.2373046875,
988,2020-01-30,9712.296875,
989,2020-01-31,9790.8779296875,
990,2020-02-01,9923.53515625,
991,2020-02-02,9853.75390625,
992,2020-02-03,9884.2119140625,
993,2020-02-04,9861.1328125,
994,2020-02-05,9826.7880859375,
995,2020-02-06,9728.8251953125,
996,2020-02-07,9908.8056640625,
997,2020-02-08,10029.505859375,
998,2020-02-09,10125.697265625,
999,2020-02-10,10188.6494140625,
1000,2020-02-11,10321.92578125,
1001,2020-02-12,10239.306640625,
1002,2020-02-13,10393.7646484375,
1003,2020-02-14,10491.1015625,
1004,2020-02-15,10493.4296875,
1005,2020-02-16,10560.369140625,
1006,2020-02-17,10305.650390625,
1007,2020-02-18,10282.9482421875,
1008,2020-02-19,10154.443359375,
1009,2020-02-20,10318.1474609375,
1010,2020-02-21,10071.2109375,
1011,2020-02-22,10059.802734375,
1012,2020-02-23,10087.5380859375,
1013,2020-02-24,10095.2783203125,
1014,2020-02-25,10201.279296875,
1015,2020-02-26,10104.29296875,
1016,2020-02-27,9894.3759765625,
1017,2020-02-28,9435.8154296875,
1018,2020-02-29,9350.8720703125,
1019,2020-03-01,9272.62109375,
1020,2020-03-02,9222.8447265625,
1021,2020-03-03,9178.4716796875,
1022,2020-03-04,9399.55859375,
1023,2020-03-05,9389.228515625,
1024,2020-03-06,9365.0439453125,
1025,2020-03-07,9552.5244140625,
1026,2020-03-08,9639.591796875,
1027,2020-03-09,9510.015625,
1028,2020-03-10,8765.337890625,
1029,2020-03-11,8581.646484375,
1030,2020-03-12,8554.2021484375,
1031,2020-03-13,8565.173828125,
1032,2020-03-14,6360.41552734375,
1033,2020-03-15,6725.45458984375,
1034,2020-03-16,6164.60498046875,
1035,2020-03-17,6365.38525390625,
1036,2020-03-18,5952.99853515625,
1037,2020-03-19,6171.734375,
1038,2020-03-20,6132.7841796875,
1039,2020-03-21,6948.4150390625,
1040,2020-03-22,6925.322265625,
1041,2020-03-23,6988.67724609375,
1042,2020-03-24,6695.8037109375,
1043,2020-03-25,7216.32080078125,
1044,2020-03-26,7421.1796875,
1045,2020-03-27,7419.58154296875,
1046,2020-03-28,7476.013671875,
1047,2020-03-29,7278.87744140625,
1048,2020-03-30,7112.62353515625,
1049,2020-03-31,6834.26025390625,
1050,2020-04-01,7237.08056640625,
1051,2020-04-02,7203.83642578125,
1052,2020-04-03,7378.23681640625,
1053,2020-04-04,7521.7275390625,
1054,2020-04-05,7493.3583984375,
1055,2020-04-06,7608.46044921875,
1056,2020-04-07,7547.5283203125,
1057,2020-04-08,7943.43310546875,
1058,2020-04-09,7860.62109375,
1059,2020-04-10,8027.3232421875,
1060,2020-04-11,7992.044921875,
1061,2020-04-12,7674.5087890625,
1062,2020-04-13,7666.28173828125,
1063,2020-04-14,7719.203125,
1064,2020-04-15,7621.59130859375,
1065,2020-04-16,7626.8505859375,
1066,2020-04-17,7452.77099609375,
1067,2020-04-18,7830.8798828125,
1068,2020-04-19,7788.45751953125,
1069,2020-04-20,7958.69189453125,
1070,2020-04-21,7894.4658203125,
1071,2020-04-22,7676.23681640625,
1072,2020-04-23,7671.6572265625,
1073,2020-04-24,7839.9462890625,
1074,2020-04-25,8079.67431640625,
1075,2020-04-26,8182.60595703125,
1076,2020-04-27,8222.3369140625,
1077,2020-04-28,8317.96875,
1078,2020-04-29,8413.7314453125,
1079,2020-04-30,8433.69921875,
1080,2020-05-01,8992.623046875,
1081,2020-05-02,9169.53515625,
1082,2020-05-03,9426.4716796875,
1083,2020-05-04,9528.3515625,
1084,2020-05-05,9480.412109375,
1085,2020-05-06,9473.8056640625,
1086,2020-05-07,9547.8330078125,
1087,2020-05-08,9707.6181640625,
1088,2020-05-09,10011.26953125,
1089,2020-05-10,10104.630859375,
1090,2020-05-11,10068.9453125,
1091,2020-05-12,9395.76171875,
1092,2020-05-13,9162.8466796875,
1093,2020-05-14,9320.7529296875,
1094,2020-05-15,9621.099609375,
1095,2020-05-16,9900.953125,
1096,2020-05-17,9832.8369140625,
1097,2020-05-18,9883.2451171875,
1098,2020-05-19,10015.630859375,
1099,2020-05-20,10086.115234375,
1100,2020-05-21,10118.14453125,
1101,2020-05-22,10020.62890625,
1102,2020-05-23,9665.1171875,
1103,2020-05-24,9684.4404296875,
1104,2020-05-25,9728.3876953125,
1105,2020-05-26,9426.2490234375,
1106,2020-05-27,9466.220703125,
1107,2020-05-28,9425.544921875,
1108,2020-05-29,9625.4462890625,
1109,2020-05-30,9843.822265625,
1110,2020-05-31,9896.380859375,
1111,2020-06-01,10037.4130859375,
1112,2020-06-02,9950.25,
1113,2020-06-03,10211.51953125,
1114,2020-06-04,9962.533203125,
1115,2020-06-05,10031.6669921875,
1116,2020-06-06,10110.6279296875,
1117,2020-06-07,10099.0361328125,
1118,2020-06-08,10098.140625,
1119,2020-06-09,10141.0419921875,
1120,2020-06-10,10158.8466796875,
1121,2020-06-11,10177.6708984375,
1122,2020-06-12,10214.8671875,
1123,2020-06-13,9855.0224609375,
1124,2020-06-14,9882.5,
1125,2020-06-15,9918.6201171875,
1126,2020-06-16,9913.5771484375,
1127,2020-06-17,9946.162109375,
1128,2020-06-18,9988.283203125,
1129,2020-06-19,9976.083984375,
1130,2020-06-20,9931.0048828125,
1131,2020-06-21,9827.2138671875,
1132,2020-06-22,9834.9248046875,
1133,2020-06-23,9828.251953125,
1134,2020-06-24,9983.4541015625,
1135,2020-06-25,10027.845703125,
1136,2020-06-26,9858.3837890625,
1137,2020-06-27,9783.71875,
1138,2020-06-28,9708.6826171875,
1139,2020-06-29,9618.5576171875,
1140,2020-06-30,9671.3525390625,
1141,2020-07-01,9718.34765625,
1142,2020-07-02,9702.595703125,
1143,2020-07-03,9754.328125,
1144,2020-07-04,9681.666015625,
1145,2020-07-05,9637.6923828125,
1146,2020-07-06,9662.96875,
1147,2020-07-07,9634.2041015625,
1148,2020-07-08,9775.3896484375,
1149,2020-07-09,9771.84375,
1150,2020-07-10,9878.8525390625,
1151,2020-07-11,9799.80078125,
1152,2020-07-12,9802.8310546875,
1153,2020-07-13,9776.32421875,
1154,2020-07-14,9801.58984375,
1155,2020-07-15,9778.4482421875,
1156,2020-07-16,9776.4892578125,
1157,2020-07-17,9735.82421875,
1158,2020-07-18,9680.0576171875,
1159,2020-07-19,9688.19921875,
1160,2020-07-20,9700.626953125,
1161,2020-07-21,9728.5517578125,
1162,2020-07-22,9712.0634765625,
1163,2020-07-23,9822.5927734375,
1164,2020-07-24,9931.29296875,
1165,2020-07-25,9999.7900390625,
1166,2020-07-26,10005.419921875,
1167,2020-07-27,10073.2265625,
1168,2020-07-28,10181.177734375,
1169,2020-07-29,10776.880859375,
1170,2020-07-30,10885.490234375,
1171,2020-07-31,11122.755859375,
1172,2020-08-01,11186.76171875,
1173,2020-08-02,11356.3193359375,
1174,2020-08-03,11636.609375,
1175,2020-08-04,11312.013671875,
1176,2020-08-05,11402.40234375,
1177,2020-08-06,11354.060546875,
1178,2020-08-07,11670.126953125,
1179,2020-08-08,11738.9150390625,
1180,2020-08-09,11717.71484375,
1181,2020-08-10,11792.626953125,
1182,2020-08-11,11760.3896484375,
1183,2020-08-12,11889.37890625,
1184,2020-08-13,11635.2548828125,
1185,2020-08-14,11709.5546875,
1186,2020-08-15,11784.2822265625,
1187,2020-08-16,11818.400390625,
1188,2020-08-17,11891.923828125,
1189,2020-08-18,11927.0166015625,
1190,2020-08-19,12145.591796875,
1191,2020-08-20,12046.40625,
1192,2020-08-21,11941.05859375,
1193,2020-08-22,11962.5205078125,
1194,2020-08-23,11786.5029296875,
1195,2020-08-24,11809.6318359375,
1196,2020-08-25,11772.974609375,
1197,2020-08-26,11834.1279296875,
1198,2020-08-27,11608.443359375,
1199,2020-08-28,11639.7421875,
1200,2020-08-29,11522.771484375,
1201,2020-08-30,11628.03125,
1202,2020-08-31,11609.513671875,
1203,2020-09-01,11739.7373046875,
1204,2020-09-02,11741.5966796875,
1205,2020-09-03,11924.4130859375,
1206,2020-09-04,11638.341796875,
1207,2020-09-05,10627.74609375,
1208,2020-09-06,10483.513671875,
1209,2020-09-07,10389.34765625,
1210,2020-09-08,10510.5283203125,
1211,2020-09-09,10579.8525390625,
1212,2020-09-10,10489.3388671875,
1213,2020-09-11,10529.283203125,
1214,2020-09-12,10594.78515625,
1215,2020-09-13,10643.154296875,
1216,2020-09-14,10686.7685546875,
1217,2020-09-15,10631.96484375,
1218,2020-09-16,10808.30078125,
1219,2020-09-17,10906.716796875,
1220,2020-09-18,11057.0380859375,
1221,2020-09-19,11092.8134765625,
1222,2020-09-20,11116.076171875,
1223,2020-09-21,11210.6875,
1224,2020-09-22,11148.9384765625,
1225,2020-09-23,10860.970703125,
1226,2020-09-24,10824.8115234375,
1227,2020-09-25,10624.6767578125,
1228,2020-09-26,10857.1611328125,
1229,2020-09-27,10858.908203125,
1230,2020-09-28,10937.3603515625,
1231,2020-09-29,10964.67578125,
1232,2020-09-30,10948.8994140625,
1233,2020-10-01,11019.017578125,
1234,2020-10-02,11005.4189453125,
1235,2020-10-03,10916.83203125,
1236,2020-10-04,10868.1689453125,
1237,2020-10-05,10831.9091796875,
1238,2020-10-06,10885.744140625,
1239,2020-10-07,10957.1123046875,
1240,2020-10-08,10876.8310546875,
1241,2020-10-09,10905.2353515625,
1242,2020-10-10,11036.37890625,
1243,2020-10-11,11143.6591796875,
1244,2020-10-12,11317.783203125,
1245,2020-10-13,11424.02734375,
1246,2020-10-14,11561.1484375,
1247,2020-10-15,11540.3701171875,
1248,2020-10-16,11557.8828125,
1249,2020-10-17,11596.21484375,
1250,2020-10-18,11509.6416015625,
1251,2020-10-19,11516.900390625,
1252,2020-10-20,11577.2080078125,
1253,2020-10-21,11730.1025390625,
1254,2020-10-22,11864.359375,
1255,2020-10-23,12419.25390625,
1256,2020-10-24,12639.3994140625,
1257,2020-10-25,12762.07421875,
1258,2020-10-26,12917.7490234375,
1259,2020-10-27,12918.1279296875,
1260,2020-10-28,12971.92578125,
1261,2020-10-29,13317.369140625,
1262,2020-10-30,13156.384765625,
1263,2020-10-31,13297.0302734375,
1264,2020-11-01,13345.28515625,
1265,2020-11-02,13521.0771484375,
1266,2020-11-03,13528.666015625,
1267,2020-11-04,13453.7001953125,
1268,2020-11-05,13679.70703125,
1269,2020-11-06,13805.3681640625,
1270,2020-11-07,14761.419921875,
1271,2020-11-08,14883.0390625,
1272,2020-11-09,14641.861328125,
1273,2020-11-10,15033.5732421875,
1274,2020-11-11,14926.337890625,
1275,2020-11-12,14972.3828125,
1276,2020-11-13,15210.4697265625,
1277,2020-11-14,15608.8095703125,
1278,2020-11-15,15720.4443359375,
1279,2020-11-16,15652.697265625,
1280,2020-11-17,15594.98828125,
1281,2020-11-18,16043.953125,
1282,2020-11-19,16693.80078125,
1283,2020-11-20,16936.0,
1284,2020-11-21,17097.345703125,
1285,2020-11-22,17696.759765625,
1286,2020-11-23,17760.115234375,
1287,2020-11-24,17706.33984375,
1288,2020-11-25,17713.88671875,
1289,2020-11-26,18204.8671875,
1290,2020-11-27,17957.25390625,
1291,2020-11-28,16974.314453125,
1292,2020-11-29,16812.869140625,
1293,2020-11-30,17038.916015625,
1294,2020-12-01,17349.388671875,
1295,2020-12-02,18417.43359375,
1296,2020-12-03,17934.49609375,
1297,2020-12-04,18437.615234375,
1298,2020-12-05,18503.767578125,
1299,2020-12-06,18093.75,
1300,2020-12-07,18418.072265625,
1301,2020-12-08,18459.201171875,
1302,2020-12-09,18424.236328125,
1303,2020-12-10,17841.529296875,
1304,2020-12-11,17978.375,
1305,2020-12-12,17658.806640625,
1306,2020-12-13,17534.822265625,
1307,2020-12-14,17979.87109375,
1308,2020-12-15,18193.349609375,
1309,2020-12-16,18368.05078125,
1310,2020-12-17,18537.876953125,
1311,2020-12-18,19942.10546875,
1312,2020-12-19,21081.84765625,
1313,2020-12-20,21602.953125,
1314,2020-12-21,22407.865234375,
1315,2020-12-22,22143.8984375,
1316,2020-12-23,21802.7421875,
1317,2020-12-24,22562.466796875,
1318,2020-12-25,21971.900390625,
1319,2020-12-26,22578.748046875,
1320,2020-12-27,23154.16796875,
1321,2020-12-28,24649.599609375,
1322,2020-12-29,24441.388671875,
1323,2020-12-30,25473.705078125,
1324,2020-12-31,25505.056640625,
1325,2021-01-01,26953.75390625,
1326,2021-01-02,26810.396484375,
1327,2021-01-03,27467.466796875,
1328,2021-01-04,29699.01953125,
1329,2021-01-05,29807.669921875,
1330,2021-01-06,29539.078125,
1331,2021-01-07,31493.541015625,
1332,2021-01-08,33279.1796875,
1333,2021-01-09,35287.56640625,
1334,2021-01-10,36152.1875,
1335,2021-01-11,35710.48046875,
1336,2021-01-12,34398.796875,
1337,2021-01-13,32342.431640625,
1338,2021-01-14,31402.138671875,
1339,2021-01-15,34365.5,
1340,2021-01-16,34586.9609375,
1341,2021-01-17,32984.609375,
1342,2021-01-18,33210.63671875,
1343,2021-01-19,32485.65234375,
1344,2021-01-20,33472.4765625,
1345,2021-01-21,32466.294921875,
1346,2021-01-22,32548.306640625,
1347,2021-01-23,27764.306640625,
1348,2021-01-24,29851.345703125,
1349,2021-01-25,28687.443359375,
1350,2021-01-26,30148.427734375,
1351,2021-01-27,29553.78125,
1352,2021-01-28,30151.1953125,
1353,2021-01-29,28075.12890625,
1354,2021-01-30,32070.5625,
1355,2021-01-31,30460.154296875,
1356,2021-02-01,31758.09765625,
1357,2021-02-02,30186.599609375,
1358,2021-02-03,31198.087890625,
1359,2021-02-04,32358.451171875,
1360,2021-02-05,33837.03515625,
1361,2021-02-06,33082.87890625,
1362,2021-02-07,34776.23046875,
1363,2021-02-08,34994.015625,
1364,2021-02-09,34823.14453125,
1365,2021-02-10,40621.27734375,
1366,2021-02-11,39156.61328125,
1367,2021-02-12,39150.41015625,
1368,2021-02-13,42073.68359375,
1369,2021-02-14,,
1370,2021-02-15,,
1371,2021-02-16,,
1372,2021-02-17,,
1373,2021-02-18,,
1374,2021-02-19,,
1375,2021-02-20,,
1376,2021-02-21,,
1377,2021-02-22,,
1378,2021-02-23,,
1379,2021-02-24,,
1380,2021-02-25,,
1381,2021-02-26,,
1382,2021-02-27,,
1383,2021-02-28,,
1384,2021-03-01,,
1385,2021-03-02,,
1386,2021-03-03,,
1387,2021-03-04,,
1388,2021-03-05,,
1389,2021-03-06,,
1390,2021-03-07,,
1391,2021-03-08,,
1392,2021-03-09,,
1393,2021-03-10,,
1394,2021-03-11,,
1395,2021-03-12,,
1396,2021-03-13,,
1397,2021-03-14,,
1398,2021-03-15,,
1399,2021-03-16,,
1400,2021-03-17,,
1401,2021-03-18,,
1402,2021-03-19,,
1403,2021-03-20,,
1404,2021-03-21,,
1405,2021-03-22,,
1406,2021-03-23,,
1407,2021-03-24,,
1408,2021-03-25,,
1409,2021-03-26,,
1410,2021-03-27,,
1411,2021-03-28,,
1412,2021-03-29,,
1413,2021-03-30,,
1414,2021-03-31,,
1415,2021-04-01,,
1416,2021-04-02,,
1417,2021-04-03,,
1418,2021-04-04,,
1419,2021-04-05,,
1420,2021-04-06,,
1421,2021-04-07,,
1422,2021-04-08,,
1423,2021-04-09,,
1424,2021-04-10,,
1425,2021-04-11,,
1426,2021-04-12,,
1427,2021-04-13,,
1428,2021-04-14,,
1429,2021-04-15,,
1430,2021-04-16,,
1431,2021-04-17,,
1432,2021-04-18,,
1433,2021-04-19,,
1434,2021-04-20,,
1435,2021-04-21,,
1436,2021-04-22,,
1437,2021-04-23,,
1438,2021-04-24,,
1439,2021-04-25,,
1440,2021-04-26,,
1441,2021-04-27,,
1442,2021-04-28,,
1443,2021-04-29,,
1444,2021-04-30,,
1445,2021-05-01,,
1446,2021-05-02,,
1447,2021-05-03,,
1448,2021-05-04,,
1449,2021-05-05,,
1450,2021-05-06,,
1451,2021-05-07,,
1452,2021-05-08,,
1453,2021-05-09,,
1454,2021-05-10,,
1455,2021-05-11,,
1456,2021-05-12,,
1457,2021-05-13,,
1458,2021-05-14,,
1459,2021-05-15,,
1460,2021-05-16,,
1461,2021-05-17,,
1462,2021-05-18,,
1463,2021-05-19,,
1464,2021-05-20,,
1465,2021-05-21,,
1466,2021-05-22,,
1467,2021-05-23,,
1468,2021-05-24,,
1469,2021-05-25,,
1470,2021-05-26,,35184.69921875
1471,2021-05-27,,33335.62890625
1472,2021-05-28,,35893.515625
1473,2021-05-29,,33946.6875
1474,2021-05-30,,32540.478515625
1475,2021-05-31,,31894.59765625
1476,2021-06-01,,32688.18359375
1477,2021-06-02,,33691.80859375
1478,2021-06-03,,32939.33984375
1479,2021-06-04,,34278.1484375
1480,2021-06-05,,35126.0703125
1481,2021-06-06,,32887.609375
1482,2021-06-07,,32762.044921875
1483,2021-06-08,,32687.64453125
1484,2021-06-09,,30604.255859375
1485,2021-06-10,,31119.302734375
1486,2021-06-11,,34130.98046875
1487,2021-06-12,,32441.40625
1488,2021-06-13,,34274.6484375
1489,2021-06-14,,31814.810546875
1490,2021-06-15,,36070.7734375
1491,2021-06-16,,35212.37109375
1492,2021-06-17,,36029.1640625
1493,2021-06-18,,34119.25390625
1494,2021-06-19,,34744.484375
1495,2021-06-20,,32183.13671875
1496,2021-06-21,,32852.62890625
1497,2021-06-22,,32277.94921875
1498,2021-06-23,,28800.177734375
1499,2021-06-24,,30045.05859375
1500,2021-06-25,,30510.9296875
1501,2021-06-26,,31693.974609375
1502,2021-06-27,,28648.11328125
1503,2021-06-28,,29996.068359375
1504,2021-06-29,,31484.7890625
1505,2021-06-30,,31218.57421875
1506,2021-07-01,,32927.171875
1507,2021-07-02,,31558.736328125
1508,2021-07-03,,31013.47265625
1509,2021-07-04,,31262.328125
1510,2021-07-05,,31710.916015625
1511,2021-07-06,,32142.630859375
1512,2021-07-07,,30739.5234375
1513,2021-07-08,,31741.76171875
1514,2021-07-09,,30852.78515625
1515,2021-07-10,,30374.974609375
1516,2021-07-11,,31237.115234375
1517,2021-07-12,,30563.63671875
1518,2021-07-13,,31597.298828125
1519,2021-07-14,,30190.619140625
1520,2021-07-15,,30444.560546875
1521,2021-07-16,,30223.744140625
1522,2021-07-17,,29426.396484375
1523,2021-07-18,,29245.923828125
1524,2021-07-19,,29248.078125
1525,2021-07-20,,29418.52734375
1526,2021-07-21,,28552.60546875
1527,2021-07-22,,27929.1015625
1528,2021-07-23,,29956.02734375
1529,2021-07-24,,29374.65625
1530,2021-07-25,,31088.14453125
1531,2021-07-26,,31130.55859375
1532,2021-07-27,,32396.001953125
1533,2021-07-28,,33713.74609375
1534,2021-07-29,,35443.42578125
1535,2021-07-30,,35459.69921875
1536,2021-07-31,,35828.51171875
1537,2021-08-01,,37698.90234375
1538,2021-08-02,,36180.0
1539,2021-08-03,,35775.1328125
1540,2021-08-04,,35131.4609375
1541,2021-08-05,,34360.64453125
1542,2021-08-06,,35954.9609375
1543,2021-08-07,,36106.75
1544,2021-08-08,,38093.9921875
1545,2021-08-09,,38834.671875
1546,2021-08-10,,38052.34375
1547,2021-08-11,,40982.5078125
1548,2021-08-12,,38647.734375
1549,2021-08-13,,40226.8671875
1550,2021-08-14,,38172.9140625
1551,2021-08-15,,42381.0546875
1552,2021-08-16,,39285.23828125
1553,2021-08-17,,41339.08984375
1554,2021-08-18,,39047.64453125
1555,2021-08-19,,39193.58984375
1556,2021-08-20,,39000.15625
1557,2021-08-21,,40817.15625
1558,2021-08-22,,42216.94140625
1559,2021-08-23,,41172.25
1560,2021-08-24,,42487.03515625
1561,2021-08-25,,41870.0703125
1562,2021-08-26,,40593.9609375
1563,2021-08-27,,42577.33203125
1564,2021-08-28,,39232.91796875
1565,2021-08-29,,43430.1484375
1566,2021-08-30,,40451.609375
1567,2021-08-31,,42446.80859375
1568,2021-09-01,,39540.04296875
1569,2021-09-02,,41322.45703125
1570,2021-09-03,,41641.80859375
1571,2021-09-04,,41922.89453125
1572,2021-09-05,,42607.07421875
1573,2021-09-06,,42155.80078125
1574,2021-09-07,,44219.42578125
1575,2021-09-08,,43692.4453125
1576,2021-09-09,,38838.2578125
1577,2021-09-10,,40831.046875
1578,2021-09-11,,39594.0
1579,2021-09-12,,38854.98046875
1580,2021-09-13,,39609.71484375
1581,2021-09-14,,39816.765625
1582,2021-09-15,,38781.41796875
1583,2021-09-16,,41450.3671875
1584,2021-09-17,,40761.1796875
1585,2021-09-18,,41085.921875
1586,2021-09-19,,40529.71875
1587,2021-09-20,,41747.10546875
1588,2021-09-21,,40039.203125
1589,2021-09-22,,37223.94140625
1590,2021-09-23,,36396.5
1591,2021-09-24,,38964.68359375
1592,2021-09-25,,38598.8203125
1593,2021-09-26,,37321.984375
1594,2021-09-27,,37989.66796875
1595,2021-09-28,,37888.20703125
1596,2021-09-29,,37027.92578125
1597,2021-09-30,,36452.08203125
1598,2021-10-01,,37031.68359375
1599,2021-10-02,,38697.80859375
1600,2021-10-03,,41853.90625
1601,2021-10-04,,39974.11328125
1602,2021-10-05,,42087.30859375
1603,2021-10-06,,41656.44140625
1604,2021-10-07,,44094.67578125
1605,2021-10-08,,45663.65234375
1606,2021-10-09,,43454.6484375
1607,2021-10-10,,45709.98828125
1608,2021-10-11,,45014.73046875
1609,2021-10-12,,45298.3046875
1610,2021-10-13,,47336.84765625
1611,2021-10-14,,44514.24609375
1612,2021-10-15,,47921.51171875
1613,2021-10-16,,45479.62890625
1614,2021-10-17,,49823.8671875
1615,2021-10-18,,46873.8359375
1616,2021-10-19,,49689.4140625
1617,2021-10-20,,48088.17578125
1618,2021-10-21,,50916.7109375
1619,2021-10-22,,50116.6171875
1620,2021-10-23,,47785.04296875
1621,2021-10-24,,49039.5546875
1622,2021-10-25,,48356.4140625
1623,2021-10-26,,48264.54296875
1624,2021-10-27,,50074.35546875
1625,2021-10-28,,46306.68359375
1626,2021-10-29,,48097.57421875
1627,2021-10-30,,48363.515625
1628,2021-10-31,,48992.59375
1629,2021-11-01,,48365.6953125
1630,2021-11-02,,48610.078125
1631,2021-11-03,,48213.01171875
1632,2021-11-04,,50228.60546875
1633,2021-11-05,,48263.41015625
1634,2021-11-06,,48849.22265625
1635,2021-11-07,,48274.9453125
1636,2021-11-08,,48897.09375
1637,2021-11-09,,49746.04296875
1638,2021-11-10,,51867.18359375
1639,2021-11-11,,50024.66015625
1640,2021-11-12,,50291.1875
